taxi_id,recorded_at,longitude,latitude
20000370,2014-08-14 17:51:28,-8.58568500,41.14683900
20000370,2014-08-14 17:51:43,-8.58428100,41.14620000
20000370,2014-08-14 17:51:58,-8.58307500,41.14511100
20000370,2014-08-14 17:52:13,-8.58136500,41.14485000
20000370,2014-08-14 17:52:28,-8.57951100,41.14565100
20000370,2014-08-14 17:52:43,-8.57934900,41.14585800
20000370,2014-08-14 17:52:58,-8.57923200,41.14630800
20000370,2014-08-14 17:53:13,-8.57970000,41.14784700
20000370,2014-08-14 17:53:28,-8.57872800,41.15024100
20000370,2014-08-14 17:53:43,-8.58002400,41.15207700
20000370,2014-08-14 17:53:58,-8.58151800,41.15329200
20000370,2014-08-14 17:54:13,-8.58202200,41.15383200
20000370,2014-08-14 17:54:28,-8.58240900,41.15439000
20000370,2014-08-14 17:54:43,-8.58267900,41.15490300
20000370,2014-08-14 17:54:58,-8.58289500,41.15557800
20000370,2014-08-14 17:55:13,-8.58298500,41.15648700
20000370,2014-08-14 17:55:28,-8.58294900,41.15699100
20000370,2014-08-14 17:55:43,-8.58274200,41.15777400
20000370,2014-08-14 17:55:58,-8.58250800,41.15838600
20000370,2014-08-14 17:56:13,-8.58234600,41.15877300
20000370,2014-08-14 17:56:28,-8.58213000,41.15929500
20000370,2014-08-14 17:56:43,-8.58150000,41.16081600
20000370,2014-08-14 17:56:58,-8.58097800,41.16271500
20000370,2014-08-14 17:57:13,-8.58041100,41.16396600
20000370,2014-08-14 17:57:28,-8.57987100,41.16403800
20000370,2014-08-14 17:57:43,-8.57879100,41.16476700
20000370,2014-08-14 17:57:58,-8.57762100,41.16536100
20000370,2014-08-14 17:58:13,-8.57751300,41.16541500
20000370,2014-08-14 17:58:28,-8.57734200,41.16573900
20000370,2014-08-14 17:58:43,-8.57694600,41.16644100
20000370,2014-08-14 17:58:58,-8.57590200,41.16723300
20000370,2014-08-14 17:59:13,-8.57490300,41.16771900
20000492,2014-08-14 17:58:10,-8.61396300,41.14116900
20000492,2014-08-14 17:58:25,-8.61412500,41.14112400
20000492,2014-08-14 17:58:40,-8.61508800,41.14092600
20000492,2014-08-14 17:58:55,-8.61527700,41.14081800
20000492,2014-08-14 17:59:10,-8.61525900,41.14080900
20000492,2014-08-14 17:59:25,-8.61524100,41.14080000
20000492,2014-08-14 17:59:40,-8.61505200,41.14081800
20000492,2014-08-14 17:59:55,-8.61463800,41.14098000
20000621,2014-08-14 17:59:37,-8.61990300,41.14803600
20000621,2014-08-14 17:59:52,-8.61989400,41.14803600
20000607,2014-08-14 17:25:46,-8.63061300,41.17824900
20000607,2014-08-14 17:26:01,-8.63061300,41.17824900
20000607,2014-08-14 17:26:16,-8.63073900,41.17823100
20000607,2014-08-14 17:26:31,-8.63151300,41.17814100
20000607,2014-08-14 17:26:46,-8.63130600,41.17811400
20000607,2014-08-14 17:27:01,-8.63002800,41.17788900
20000607,2014-08-14 17:27:16,-8.62942500,41.17781700
20000607,2014-08-14 17:27:31,-8.62917300,41.17797000
20000607,2014-08-14 17:27:46,-8.62905600,41.17804200
20000607,2014-08-14 17:28:01,-8.62866000,41.17739400
20000607,2014-08-14 17:28:16,-8.62795800,41.17615200
20000607,2014-08-14 17:28:31,-8.62796700,41.17612500
20000607,2014-08-14 17:28:46,-8.62798500,41.17610700
20000607,2014-08-14 17:29:01,-8.62777800,41.17568400
20000607,2014-08-14 17:29:16,-8.62715700,41.17412700
20000607,2014-08-14 17:29:31,-8.62627500,41.17258800
20000607,2014-08-14 17:29:46,-8.62622100,41.17192200
20000607,2014-08-14 17:30:01,-8.62641900,41.17189500
20000607,2014-08-14 17:30:16,-8.62641900,41.17190400
20000607,2014-08-14 17:30:31,-8.62642800,41.17191300
20000607,2014-08-14 17:30:46,-8.62642800,41.17191300
20000607,2014-08-14 17:31:01,-8.62641900,41.17191300
20000607,2014-08-14 17:31:16,-8.62641000,41.17192200
20000607,2014-08-14 17:31:31,-8.62640100,41.17192200
20000607,2014-08-14 17:31:46,-8.62641000,41.17193100
20000607,2014-08-14 17:32:01,-8.62641000,41.17193100
20000607,2014-08-14 17:32:16,-8.62641900,41.17193100
20000607,2014-08-14 17:32:31,-8.62641900,41.17192200
20000607,2014-08-14 17:32:46,-8.62641900,41.17192200
20000607,2014-08-14 17:33:01,-8.62641900,41.17191300
20000607,2014-08-14 17:33:16,-8.62643700,41.17191300
20000607,2014-08-14 17:33:31,-8.62644600,41.17192200
20000607,2014-08-14 17:33:46,-8.62644600,41.17191300
20000607,2014-08-14 17:34:01,-8.62644600,41.17191300
20000607,2014-08-14 17:34:16,-8.62643700,41.17191300
20000607,2014-08-14 17:34:31,-8.62642800,41.17191300
20000607,2014-08-14 17:34:46,-8.62643700,41.17191300
20000607,2014-08-14 17:35:01,-8.62643700,41.17190400
20000607,2014-08-14 17:35:16,-8.62643700,41.17190400
20000607,2014-08-14 17:35:31,-8.62642800,41.17191300
20000607,2014-08-14 17:35:46,-8.62642800,41.17190400
20000607,2014-08-14 17:36:01,-8.62643700,41.17189500
20000607,2014-08-14 17:36:16,-8.62644600,41.17189500
20000607,2014-08-14 17:36:31,-8.62644600,41.17188600
20000607,2014-08-14 17:36:46,-8.62644600,41.17188600
20000607,2014-08-14 17:37:01,-8.62643700,41.17188600
20000607,2014-08-14 17:37:16,-8.62643700,41.17187700
20000607,2014-08-14 17:37:31,-8.62644600,41.17187700
20000607,2014-08-14 17:37:46,-8.62644600,41.17189500
20000607,2014-08-14 17:38:01,-8.62644600,41.17189500
20000607,2014-08-14 17:38:16,-8.62644600,41.17189500
20000607,2014-08-14 17:38:31,-8.62644600,41.17191300
20000607,2014-08-14 17:38:46,-8.62644600,41.17191300
20000607,2014-08-14 17:39:01,-8.62643700,41.17192200
20000607,2014-08-14 17:39:16,-8.62644600,41.17192200
20000607,2014-08-14 17:39:31,-8.62645500,41.17193100
20000607,2014-08-14 17:39:46,-8.62646400,41.17192200
20000607,2014-08-14 17:40:01,-8.62646400,41.17192200
20000607,2014-08-14 17:40:16,-8.62646400,41.17193100
20000607,2014-08-14 17:40:31,-8.62646400,41.17192200
20000607,2014-08-14 17:40:46,-8.62645500,41.17192200
20000607,2014-08-14 17:41:01,-8.62645500,41.17192200
20000607,2014-08-14 17:41:16,-8.62644600,41.17193100
20000607,2014-08-14 17:41:31,-8.62644600,41.17192200
20000607,2014-08-14 17:41:46,-8.62643700,41.17192200
20000607,2014-08-14 17:42:01,-8.62643700,41.17191300
20000607,2014-08-14 17:42:16,-8.62643700,41.17191300
20000607,2014-08-14 17:42:31,-8.62644600,41.17191300
20000607,2014-08-14 17:42:46,-8.62645500,41.17191300
20000607,2014-08-14 17:43:01,-8.62646400,41.17191300
20000607,2014-08-14 17:43:16,-8.62646400,41.17191300
20000607,2014-08-14 17:43:31,-8.62646400,41.17190400
20000607,2014-08-14 17:43:46,-8.62645500,41.17190400
20000607,2014-08-14 17:44:01,-8.62645500,41.17190400
20000607,2014-08-14 17:44:16,-8.62644600,41.17191300
20000607,2014-08-14 17:44:31,-8.62644600,41.17191300
20000607,2014-08-14 17:44:46,-8.62643700,41.17192200
20000607,2014-08-14 17:45:01,-8.62643700,41.17192200
20000607,2014-08-14 17:45:16,-8.62644600,41.17192200
20000607,2014-08-14 17:45:31,-8.62644600,41.17191300
20000607,2014-08-14 17:45:46,-8.62644600,41.17190400
20000607,2014-08-14 17:46:01,-8.62645500,41.17190400
20000607,2014-08-14 17:46:16,-8.62646400,41.17189500
20000607,2014-08-14 17:46:31,-8.62646400,41.17189500
20000607,2014-08-14 17:46:46,-8.62646400,41.17189500
20000607,2014-08-14 17:47:01,-8.62647300,41.17189500
20000607,2014-08-14 17:47:16,-8.62647300,41.17189500
20000607,2014-08-14 17:47:31,-8.62646400,41.17190400
20000607,2014-08-14 17:47:46,-8.62646400,41.17191300
20000607,2014-08-14 17:48:01,-8.62645500,41.17191300
20000607,2014-08-14 17:48:16,-8.62645500,41.17191300
20000607,2014-08-14 17:48:31,-8.62645500,41.17191300
20000607,2014-08-14 17:48:46,-8.62645500,41.17190400
20000607,2014-08-14 17:49:01,-8.62644600,41.17190400
20000607,2014-08-14 17:49:16,-8.62643700,41.17191300
20000607,2014-08-14 17:49:31,-8.62643700,41.17192200
20000607,2014-08-14 17:49:46,-8.62643700,41.17192200
20000607,2014-08-14 17:50:01,-8.62644600,41.17193100
20000607,2014-08-14 17:50:16,-8.62644600,41.17193100
20000607,2014-08-14 17:50:31,-8.62644600,41.17194000
20000607,2014-08-14 17:50:46,-8.62644600,41.17194900
20000607,2014-08-14 17:51:01,-8.62645500,41.17194900
20000607,2014-08-14 17:51:16,-8.62645500,41.17194900
20000607,2014-08-14 17:51:31,-8.62646400,41.17194000
20000607,2014-08-14 17:51:46,-8.62647300,41.17193100
20000607,2014-08-14 17:52:01,-8.62647300,41.17193100
20000607,2014-08-14 17:52:16,-8.62647300,41.17193100
20000607,2014-08-14 17:52:31,-8.62650900,41.17193100
20000607,2014-08-14 17:52:46,-8.62668900,41.17189500
20000607,2014-08-14 17:53:01,-8.62669800,41.17189500
20000607,2014-08-14 17:53:16,-8.62668000,41.17186800
20000607,2014-08-14 17:53:31,-8.62666200,41.17185900
20000607,2014-08-14 17:53:46,-8.62687800,41.17188600
20000607,2014-08-14 17:54:01,-8.62684200,41.17185900
20000607,2014-08-14 17:54:16,-8.62683300,41.17188600
20000607,2014-08-14 17:54:31,-8.62684200,41.17190400
20000607,2014-08-14 17:54:46,-8.62684200,41.17190400
20000607,2014-08-14 17:55:01,-8.62685100,41.17190400
20000607,2014-08-14 17:55:16,-8.62684200,41.17190400
20000607,2014-08-14 17:55:31,-8.62683300,41.17190400
20000607,2014-08-14 17:55:46,-8.62682400,41.17185900
20000607,2014-08-14 17:56:01,-8.62677900,41.17183200
20000607,2014-08-14 17:56:16,-8.62650900,41.17188600
20000607,2014-08-14 17:56:31,-8.62645500,41.17190400
20000607,2014-08-14 17:56:46,-8.62645500,41.17190400
20000607,2014-08-14 17:57:01,-8.62645500,41.17190400
20000607,2014-08-14 17:57:16,-8.62642800,41.17191300
20000607,2014-08-14 17:57:31,-8.62641000,41.17192200
20000607,2014-08-14 17:57:46,-8.62641000,41.17192200
20000607,2014-08-14 17:58:01,-8.62641900,41.17191300
20000607,2014-08-14 17:58:16,-8.62641900,41.17191300
20000607,2014-08-14 17:58:31,-8.62642800,41.17191300
20000607,2014-08-14 17:58:46,-8.62641900,41.17192200
20000607,2014-08-14 17:59:01,-8.62640100,41.17194000
20000607,2014-08-14 17:59:16,-8.62639200,41.17195800
20000607,2014-08-14 17:59:31,-8.62640100,41.17196700
20000607,2014-08-14 17:59:46,-8.62641000,41.17195800
20000310,2014-08-14 17:54:06,-8.58562200,41.14891800
20000310,2014-08-14 17:54:21,-8.58564000,41.14890000
20000310,2014-08-14 17:54:36,-8.58591900,41.14894500
20000310,2014-08-14 17:54:51,-8.58636900,41.14892700
20000310,2014-08-14 17:55:06,-8.58612600,41.14855800
20000310,2014-08-14 17:55:21,-8.58628800,41.14792800
20000310,2014-08-14 17:55:36,-8.58674700,41.14761300
20000310,2014-08-14 17:55:51,-8.58679200,41.14721700
20000310,2014-08-14 17:56:06,-8.58499200,41.14674900
20000310,2014-08-14 17:56:21,-8.58366000,41.14584000
20000310,2014-08-14 17:56:36,-8.58236400,41.14484100
20000310,2014-08-14 17:56:51,-8.58033900,41.14521900
20000310,2014-08-14 17:57:06,-8.57941200,41.14588500
20000310,2014-08-14 17:57:21,-8.57917800,41.14594800
20000310,2014-08-14 17:57:36,-8.57974500,41.14651500
20000310,2014-08-14 17:57:51,-8.57950200,41.14809000
20000310,2014-08-14 17:58:06,-8.57870100,41.15010600
20000310,2014-08-14 17:58:21,-8.57930400,41.15131200
20000310,2014-08-14 17:58:36,-8.58006900,41.15200500
20000310,2014-08-14 17:58:51,-8.58068100,41.15250000
20000310,2014-08-14 17:59:06,-8.58118500,41.15292300
20000310,2014-08-14 17:59:21,-8.58156300,41.15327400
20000310,2014-08-14 17:59:36,-8.58180600,41.15351700
20000310,2014-08-14 17:59:51,-8.58204900,41.15377800
20000619,2014-08-14 17:55:48,-8.58292200,41.18105700
20000619,2014-08-14 17:56:03,-8.58200400,41.18181300
20000619,2014-08-14 17:56:18,-8.58107700,41.18296500
20000619,2014-08-14 17:56:33,-8.58011400,41.18401800
20000619,2014-08-14 17:56:48,-8.57921400,41.18477400
20000619,2014-08-14 17:57:03,-8.57834100,41.18555700
20000619,2014-08-14 17:57:18,-8.57754900,41.18609700
20000619,2014-08-14 17:57:33,-8.57679300,41.18617800
20000619,2014-08-14 17:57:48,-8.57544300,41.18666400
20000619,2014-08-14 17:58:03,-8.57520000,41.18670000
20000619,2014-08-14 17:58:18,-8.57520000,41.18668200
20000619,2014-08-14 17:58:33,-8.57517300,41.18667300
20000619,2014-08-14 17:58:48,-8.57515500,41.18666400
20000619,2014-08-14 17:59:03,-8.57588400,41.18652000
20000619,2014-08-14 17:59:18,-8.57702700,41.18607000
20000619,2014-08-14 17:59:33,-8.57753100,41.18609700
20000619,2014-08-14 17:59:48,-8.57877300,41.18524200
20000503,2014-08-14 17:49:23,-8.60652900,41.14467000
20000503,2014-08-14 17:49:38,-8.60667300,41.14472400
20000503,2014-08-14 17:49:53,-8.60679900,41.14470600
20000503,2014-08-14 17:50:08,-8.60679000,41.14467900
20000503,2014-08-14 17:50:23,-8.60670900,41.14472400
20000503,2014-08-14 17:50:38,-8.60724900,41.14443600
20000503,2014-08-14 17:50:53,-8.60780700,41.14366200
20000503,2014-08-14 17:51:08,-8.60796000,41.14340100
20000503,2014-08-14 17:51:23,-8.60799600,41.14339200
20000503,2014-08-14 17:51:38,-8.60801400,41.14336500
20000503,2014-08-14 17:51:53,-8.60804100,41.14332900
20000503,2014-08-14 17:52:08,-8.60724900,41.14244700
20000503,2014-08-14 17:52:23,-8.60534100,41.14300500
20000503,2014-08-14 17:52:38,-8.60532300,41.14313100
20000503,2014-08-14 17:52:53,-8.60518800,41.14344600
20000503,2014-08-14 17:53:08,-8.60517000,41.14353600
20000503,2014-08-14 17:53:23,-8.60495400,41.14378800
20000503,2014-08-14 17:53:38,-8.60327100,41.14326600
20000503,2014-08-14 17:53:53,-8.60199300,41.14208700
20000503,2014-08-14 17:54:08,-8.60138100,41.13947700
20000503,2014-08-14 17:54:23,-8.60123700,41.13770400
20000503,2014-08-14 17:54:38,-8.60124600,41.13773100
20000503,2014-08-14 17:54:53,-8.60128200,41.13767700
20000503,2014-08-14 17:55:08,-8.60209200,41.13639900
20000503,2014-08-14 17:55:23,-8.60184000,41.13399600
20000503,2014-08-14 17:55:38,-8.59953600,41.13295200
20000503,2014-08-14 17:55:53,-8.59763700,41.13209700
20000503,2014-08-14 17:56:08,-8.59714200,41.13074700
20000503,2014-08-14 17:56:23,-8.59786200,41.12914500
20000503,2014-08-14 17:56:38,-8.59830300,41.12676900
20000503,2014-08-14 17:56:53,-8.59871700,41.12511300
20000503,2014-08-14 17:57:08,-8.59999500,41.12501400
20000503,2014-08-14 17:57:23,-8.60031000,41.12500500
20000503,2014-08-14 17:57:38,-8.60085000,41.12499600
20000503,2014-08-14 17:57:53,-8.60266800,41.12498700
20000503,2014-08-14 17:58:08,-8.60311800,41.12499600
20000503,2014-08-14 17:58:23,-8.60373900,41.12499600
20000503,2014-08-14 17:58:38,-8.60377500,41.12500500
20000503,2014-08-14 17:58:53,-8.60451300,41.12509500
20000503,2014-08-14 17:59:08,-8.60499000,41.12510400
20000503,2014-08-14 17:59:23,-8.60548500,41.12571600
20000503,2014-08-14 17:59:38,-8.60549400,41.12577900
20000503,2014-08-14 17:59:53,-8.60549400,41.12577000
20000327,2014-08-14 17:40:21,-8.58565800,41.14857600
20000327,2014-08-14 17:40:36,-8.58570300,41.14860300
20000327,2014-08-14 17:40:51,-8.58573000,41.14860300
20000327,2014-08-14 17:41:06,-8.58573900,41.14860300
20000327,2014-08-14 17:41:21,-8.58573000,41.14861200
20000327,2014-08-14 17:41:36,-8.58572100,41.14862100
20000327,2014-08-14 17:41:51,-8.58573000,41.14864800
20000327,2014-08-14 17:42:06,-8.58577500,41.14893600
20000327,2014-08-14 17:42:21,-8.58629700,41.14899000
20000327,2014-08-14 17:42:36,-8.58612600,41.14872000
20000327,2014-08-14 17:42:51,-8.58620700,41.14824300
20000327,2014-08-14 17:43:06,-8.58630600,41.14786500
20000327,2014-08-14 17:43:21,-8.58660300,41.14768500
20000327,2014-08-14 17:43:36,-8.58662100,41.14769400
20000327,2014-08-14 17:43:51,-8.58665700,41.14769400
20000327,2014-08-14 17:44:06,-8.58683700,41.14757700
20000327,2014-08-14 17:44:21,-8.58703500,41.14725300
20000327,2014-08-14 17:44:36,-8.58586500,41.14691100
20000327,2014-08-14 17:44:51,-8.58413700,41.14612800
20000327,2014-08-14 17:45:06,-8.58290400,41.14498500
20000327,2014-08-14 17:45:21,-8.58069000,41.14506600
20000327,2014-08-14 17:45:36,-8.57957400,41.14570500
20000327,2014-08-14 17:45:51,-8.57931300,41.14590300
20000327,2014-08-14 17:46:06,-8.57984400,41.14658700
20000327,2014-08-14 17:46:21,-8.57915100,41.14862100
20000327,2014-08-14 17:46:36,-8.57928600,41.15133900
20000327,2014-08-14 17:46:51,-8.58130200,41.15310300
20000327,2014-08-14 17:47:06,-8.58261600,41.15473200
20000327,2014-08-14 17:47:21,-8.58275100,41.15503800
20000327,2014-08-14 17:47:36,-8.58280500,41.15521800
20000327,2014-08-14 17:47:51,-8.58293100,41.15579400
20000327,2014-08-14 17:48:06,-8.58298500,41.15640600
20000327,2014-08-14 17:48:21,-8.58292200,41.15704500
20000327,2014-08-14 17:48:36,-8.58262500,41.15807100
20000327,2014-08-14 17:48:51,-8.58225600,41.15902500
20000327,2014-08-14 17:49:06,-8.58208500,41.15943900
20000327,2014-08-14 17:49:21,-8.58172500,41.16032100
20000327,2014-08-14 17:49:36,-8.58126600,41.16150000
20000327,2014-08-14 17:49:51,-8.58112200,41.16192300
20000327,2014-08-14 17:50:06,-8.58104100,41.16227400
20000327,2014-08-14 17:50:21,-8.58103200,41.16268800
20000327,2014-08-14 17:50:36,-8.58112200,41.16310200
20000327,2014-08-14 17:50:51,-8.58123900,41.16339000
20000327,2014-08-14 17:51:06,-8.58179700,41.16429000
20000327,2014-08-14 17:51:21,-8.58246300,41.16542400
20000327,2014-08-14 17:51:36,-8.58300300,41.16602700
20000327,2014-08-14 17:51:51,-8.58362400,41.16640500
20000327,2014-08-14 17:52:06,-8.58426300,41.16661200
20000327,2014-08-14 17:52:21,-8.58474900,41.16671100
20000327,2014-08-14 17:52:36,-8.58503700,41.16673800
20000327,2014-08-14 17:52:51,-8.58533400,41.16675600
20000327,2014-08-14 17:53:06,-8.58557700,41.16677400
20000327,2014-08-14 17:53:21,-8.58564000,41.16678300
20000327,2014-08-14 17:53:36,-8.58590100,41.16681000
20000327,2014-08-14 17:53:51,-8.58633300,41.16691800
20000327,2014-08-14 17:54:06,-8.58691800,41.16711600
20000327,2014-08-14 17:54:21,-8.58687300,41.16716100
20000327,2014-08-14 17:54:36,-8.58722400,41.16735000
20000327,2014-08-14 17:54:51,-8.58748500,41.16754800
20000327,2014-08-14 17:55:06,-8.58759300,41.16771000
20000327,2014-08-14 17:55:21,-8.58782700,41.16780000
20000327,2014-08-14 17:55:36,-8.58840300,41.16796200
20000327,2014-08-14 17:55:51,-8.58881700,41.16812400
20000327,2014-08-14 17:56:06,-8.58889800,41.16823200
20000327,2014-08-14 17:56:21,-8.58915000,41.16844800
20000327,2014-08-14 17:56:36,-8.58952800,41.16865500
20000327,2014-08-14 17:56:51,-8.59030200,41.16902400
20000327,2014-08-14 17:57:06,-8.59095900,41.16939300
20000327,2014-08-14 17:57:21,-8.59150800,41.16975300
20000327,2014-08-14 17:57:36,-8.59257000,41.17039200
20000327,2014-08-14 17:57:51,-8.59432500,41.17176000
20000327,2014-08-14 17:58:06,-8.59421700,41.17424400
20000327,2014-08-14 17:58:21,-8.59329000,41.17748400
20000327,2014-08-14 17:58:36,-8.59301100,41.18174100
20000327,2014-08-14 17:58:51,-8.59433400,41.18631300
20000327,2014-08-14 17:59:06,-8.59395600,41.19044400
20000327,2014-08-14 17:59:21,-8.59116600,41.19420600
20000327,2014-08-14 17:59:36,-8.58825900,41.19740100
20000327,2014-08-14 17:59:51,-8.58630600,41.19927300
20000664,2014-08-14 17:44:27,-8.59122900,41.16270600
20000664,2014-08-14 17:44:42,-8.59122900,41.16271500
20000664,2014-08-14 17:44:57,-8.59122000,41.16271500
20000664,2014-08-14 17:45:12,-8.59100400,41.16257100
20000664,2014-08-14 17:45:27,-8.59113000,41.16233700
20000664,2014-08-14 17:45:42,-8.59081500,41.16240900
20000664,2014-08-14 17:45:57,-8.59024800,41.16314700
20000664,2014-08-14 17:46:12,-8.58984300,41.16365100
20000664,2014-08-14 17:46:27,-8.58981600,41.16367800
20000664,2014-08-14 17:46:42,-8.58981600,41.16369600
20000664,2014-08-14 17:46:57,-8.58972600,41.16378600
20000664,2014-08-14 17:47:12,-8.58922200,41.16439800
20000664,2014-08-14 17:47:27,-8.58917700,41.16457800
20000664,2014-08-14 17:47:42,-8.58916800,41.16458700
20000664,2014-08-14 17:47:57,-8.58915000,41.16467700
20000664,2014-08-14 17:48:12,-8.58914100,41.16469500
20000664,2014-08-14 17:48:27,-8.58897900,41.16511800
20000664,2014-08-14 17:48:42,-8.58894300,41.16511800
20000664,2014-08-14 17:48:57,-8.58895200,41.16511800
20000664,2014-08-14 17:49:12,-8.58895200,41.16511800
20000664,2014-08-14 17:49:27,-8.58889800,41.16536100
20000664,2014-08-14 17:49:42,-8.58882600,41.16552300
20000664,2014-08-14 17:49:57,-8.58879900,41.16555900
20000664,2014-08-14 17:50:12,-8.58883500,41.16554100
20000664,2014-08-14 17:50:27,-8.58884400,41.16555000
20000664,2014-08-14 17:50:42,-8.58880800,41.16564000
20000664,2014-08-14 17:50:57,-8.58869100,41.16581100
20000664,2014-08-14 17:51:12,-8.58855600,41.16618000
20000664,2014-08-14 17:51:27,-8.58857400,41.16616200
20000664,2014-08-14 17:51:42,-8.58860100,41.16612600
20000664,2014-08-14 17:51:57,-8.58860100,41.16612600
20000664,2014-08-14 17:52:12,-8.58848400,41.16640500
20000664,2014-08-14 17:52:27,-8.58846600,41.16644100
20000664,2014-08-14 17:52:42,-8.58845700,41.16645000
20000664,2014-08-14 17:52:57,-8.58848400,41.16645000
20000664,2014-08-14 17:53:12,-8.58847500,41.16647700
20000664,2014-08-14 17:53:27,-8.58844800,41.16650400
20000664,2014-08-14 17:53:42,-8.58829500,41.16684600
20000664,2014-08-14 17:53:57,-8.58830400,41.16684600
20000664,2014-08-14 17:54:12,-8.58827700,41.16692700
20000664,2014-08-14 17:54:27,-8.58824100,41.16698100
20000664,2014-08-14 17:54:42,-8.58821400,41.16705300
20000664,2014-08-14 17:54:57,-8.58813300,41.16722400
20000664,2014-08-14 17:55:12,-8.58809700,41.16730500
20000664,2014-08-14 17:55:27,-8.58806100,41.16737700
20000664,2014-08-14 17:55:42,-8.58805200,41.16738600
20000664,2014-08-14 17:55:57,-8.58799800,41.16749400
20000664,2014-08-14 17:56:12,-8.58798900,41.16750300
20000664,2014-08-14 17:56:27,-8.58786300,41.16778200
20000664,2014-08-14 17:56:42,-8.58784500,41.16780900
20000664,2014-08-14 17:56:57,-8.58784500,41.16780900
20000664,2014-08-14 17:57:12,-8.58784500,41.16781800
20000664,2014-08-14 17:57:27,-8.58783600,41.16782700
20000664,2014-08-14 17:57:42,-8.58781800,41.16787200
20000664,2014-08-14 17:57:57,-8.58763800,41.16827700
20000664,2014-08-14 17:58:12,-8.58762000,41.16827700
20000664,2014-08-14 17:58:27,-8.58760200,41.16826800
20000664,2014-08-14 17:58:42,-8.58759300,41.16825900
20000664,2014-08-14 17:58:57,-8.58760200,41.16825000
20000664,2014-08-14 17:59:12,-8.58760200,41.16826800
20000664,2014-08-14 17:59:27,-8.58767400,41.16871800
20000664,2014-08-14 17:59:42,-8.58809700,41.16888000
20000664,2014-08-14 17:59:57,-8.58823200,41.16888900
20000160,2014-08-14 17:55:46,-8.58569400,41.14860300
